no;i;t;y;x1;x2;x3
6348;318;8;0;0.86419128;0.421372978;-0.624560714
6349;318;9;1;-0.732434493;-1.148219391;-0.981152463
6350;318;10;0;0.663604757;1.550884628;-0.822602191
6351;318;11;0;0.303365905;0.436662923;2.049335041
6352;318;12;1;1.575300998;0.830519018;-0.153511375
6353;318;13;0;2.224434471;0.859710916;-1.208626413
6354;318;14;0;-0.117587977;1.260630289;-1.415154919
6355;318;15;1;0.856509722;0.065399341;0.367298903
6356;318;16;0;0.73877373;0.588068755;-0.193969468
6357;318;17;1;1.637130148;-0.644023092;-0.476032901
6358;318;18;1;1.147564019;-1.971511133;1.862224178
6359;318;19;0;0.063764983;1.320878043;0.762249055
6360;318;20;1;2.287279927;-0.191409908;-0.101361845
6361;319;1;0;0.018293912;-0.114072732;0.735380825
6362;319;2;0;0.565622157;-0.203262371;-0.634089495
6363;319;3;0;-0.334743271;0.145364172;-0.489071714
6364;319;4;0;1.337986145;-0.858995139;-0.106507892
6365;319;5;1;0.075595952;-0.506977464;1.763271511
6366;319;6;0;-1.289306179;-1.931780537;-0.144049347
6367;319;7;0;0.294280172;0.504112014;0.900558238
6368;319;8;0;0.511921056;2.27710808;-0.716298736
6369;319;9;0;0.598127382;0.108636415;-1.009996727
6370;319;10;0;0.415386446;1.915444294;0.520934877
6371;319;11;0;-1.000723351;0.413947104;0.616546078
6372;319;12;0;0.071055537;1.1944205;0.357262275
6373;319;13;0;-0.768536467;-0.259331967;-1.503738139
6374;319;14;0;-0.335068521;-0.988041091;-0.701796887
6375;319;15;0;0.064331322;0.545647494;-0.142741865
6376;319;16;1;-0.01529391;-1.631904787;1.8371349
6377;319;17;0;0.845723329;1.732534186;0.213281162
6378;319;18;0;-1.379096417;0.201387133;-0.300875389
6379;319;19;0;-1.570025771;-0.179675249;0.067602768
6380;319;20;0;0.536240582;-0.532998292;-0.987310486
6381;320;1;0;0.079259088;0.029396557;-0.245366835
6382;320;2;0;-0.348954443;0.217758056;0.213041615
6383;320;3;0;-0.154123044;0.030626118;-1.497707781
6384;320;4;0;-1.371849333;1.577424471;-0.469084406
6385;320;5;0;-0.808132342;0.481069323;2.080164455
6386;320;6;0;-0.589726286;0.343001604;0.699613836
6387;320;7;0;-0.512918922;-0.799810537;-0.228026095
6388;320;8;0;0.469321347;0.139530631;-1.263087987
6389;320;9;1;0.773567258;-0.140682562;0.494140838
6390;320;10;0;0.391381818;0.460324715;-1.762226374
6391;320;11;0;0.346760389;-0.748958652;1.022322504
6392;320;12;0;-0.08249158;2.136658639;0.624454113
6393;320;13;0;0.001361851;0.531419532;-1.098715537
6394;320;14;1;0.812588046;-0.821325162;0.307219275
6395;320;15;1;0.362262978;0.476546616;0.566158789
6396;320;16;0;-0.271356415;1.860161457;0.90731658
6397;320;17;0;-0.13784651;0.169049909;0.539076788
6398;320;18;1;-1.728114822;-0.138658385;1.467828064
6399;320;19;0;1.031710567;-1.126471322;-2.518159454
6400;320;20;0;0.766466155;-0.22466392;-1.75881381
6401;321;1;0;1.598843168;0.240781658;-0.723102003
6402;321;2;0;1.727654523;1.422440878;0.371391514
6403;321;3;1;-0.712984049;-0.580782519;0.444939462
6404;321;4;0;-0.417689667;-0.163642349;-1.182196898
6405;321;5;1;-0.134488978;1.063637633;-1.639116189
6406;321;6;1;-0.282038229;1.311176672;1.620958629
6407;321;7;1;0.357335925;-0.283771081;-1.337879294
6408;321;8;0;-0.350044755;-0.997362981;-0.046633878
6409;321;9;1;0.752636155;0.15295276;1.053697297
6410;321;10;1;-0.136098133;-1.034356054;1.12740199
6411;321;11;0;0.308351292;-0.638309291;-0.43185767
6412;321;12;1;0.787432489;-0.880334364;1.219876982
6413;321;13;0;0.183570875;0.115223523;-1.191122296
6414;321;14;1;0.607493317;-0.645222321;0.452631632
6415;321;15;1;1.172317004;0.151644421;-0.841489753
6416;321;16;0;0.625828131;0.441715618;0.049971859
6417;321;17;1;1.003875339;-0.143679649;-0.434818732
6418;321;18;0;-0.21250641;0.427045658;-1.385273759
6419;321;19;0;-1.502643766;-0.030409457;-1.340444191
6420;321;20;0;0.720497483;-0.022509575;1.497454092
6421;322;1;0;0.188713647;0.81264862;-0.066878221
6422;322;2;0;0.853566057;-0.280183613;0.251869419
6423;322;3;0;0.426348401;1.076832098;0.928074428
6424;322;4;0;0.192490913;-0.9199273;0.899239996
6425;322;5;0;-0.092549717;-0.187759552;-0.43982539
6426;322;6;0;0.041526403;1.298978463;-0.641568175
6427;322;7;0;-1.920095194;-1.019146594;0.24817107
6428;322;8;0;2.125376909;-0.546202828;-0.893239245
6429;322;9;0;-2.772254158;-0.418971833;-1.826121457
6430;322;10;0;-1.198501942;0.614118944;0.500346826
6431;322;11;0;1.244143603;-1.43442452;-0.382736189
6432;322;12;0;-0.139600961;0.965892457;-0.238696634
6433;322;13;0;-0.998884486;-0.54425621;-0.013241094
6434;322;14;0;-0.29414615;0.735536401;0.811800746
6435;322;15;0;0.209650735;0.700817133;-1.137320414
6436;322;16;0;-0.153790728;-0.441515269;-0.871785939
6437;322;17;0;-2.190391854;-0.304378335;0.937493983
6438;322;18;0;-0.209345284;-0.196950108;-0.626107135
6439;322;19;1;0.312370899;-0.617132946;1.775693948
6440;322;20;0;-0.207674462;1.273924947;-0.457750061
6441;323;1;0;0.729295609;0.85555179;1.095694239
6442;323;2;0;1.417209828;0.713540348;0.309010954
6443;323;3;1;2.090297712;0.286787822;-0.362427742
6444;323;4;0;-0.605608724;1.778547534;-0.453335355
6445;323;5;0;0.391275399;0.417376223;0.484644919
6446;323;6;0;-1.208074584;0.571595221;1.284604181
6447;323;7;1;-0.051638851;0.36130876;0.464655398
6448;323;8;0;0.116996266;-0.069783365;0.24853233
6449;323;9;0;-3.254054009;-0.100584742;0.323814432
6450;323;10;1;0.187010752;-1.62023485;-0.032351023
6451;323;11;0;1.238838266;1.382075294;-0.276271845
6452;323;12;0;1.613373779;-0.171518632;-1.769796774
6453;323;13;0;-0.872052333;-0.110090712;-0.968372425
6454;323;14;1;0.380977025;-0.885162922;0.08113533
6455;323;15;0;0.416801338;1.548796634;-0.784039579
6456;323;16;0;1.457405212;0.598973094;0.232900091
6457;323;17;1;0.789103152;-0.205049101;-0.991568959
6458;323;18;0;-1.319196111;0.202686417;-0.91831733
6459;323;19;0;-2.091064722;0.996583929;-1.084595397
6460;323;20;0;0.929156647;-0.271613493;0.327479691
6461;324;1;0;-1.157017636;-1.699459875;-0.136523018
6462;324;2;1;1.371935349;-1.662131748;0.019512247
6463;324;3;1;-0.403788223;-0.88470702;0.216468123
6464;324;4;1;1.155233179;-0.622480759;-0.128471828
6465;324;5;0;0.764524609;0.355331702;0.131490928
6466;324;6;1;1.200964545;-1.372696948;-0.275263798
6467;324;7;1;-1.008829827;0.215981099;0.630110163
6468;324;8;1;-0.153549248;-1.797960334;1.039972742
6469;324;9;1;-0.007909859;0.024453208;1.347066936
6470;324;10;1;0.674718934;-0.966736451;-0.676324421
6471;324;11;0;0.008537534;0.073638127;-0.800456546
6472;324;12;0;-1.985628532;0.361767272;0.029403478
6473;324;13;0;-1.573263813;0.125830891;-0.338159235
6474;324;14;0;2.435568881;-0.301302636;-0.812951629
6475;324;15;1;-0.659697718;-0.683108415;0.626149393
6476;324;16;1;1.188335487;-0.380164873;-0.07243977
6477;324;17;0;0.142907664;1.602878152;-0.797268149
6478;324;18;1;-0.257018476;-1.268756774;0.05093436
6479;324;19;0;0.775784888;1.247768627;1.649122194
6480;324;20;0;-1.001977385;1.324625863;-0.518351149
6481;325;1;0;0.396562417;1.422852242;-0.799931347
6482;325;2;0;-0.448980454;-0.556695655;-0.092278205
6483;325;3;0;0.710164015;0.577165905;-1.381800137
6484;325;4;1;1.322124261;1.142600146;1.561440272
6485;325;5;1;0.10321992;-1.869925573;0.742887643
6486;325;6;1;1.631325917;0.435997247;0.566802398
6487;325;7;0;0.208416567;1.498560138;0.72730635
6488;325;8;1;-0.103278413;-2.292136816;0.688129542
6489;325;9;0;-1.475556308;-0.416718102;-0.397556025
6490;325;10;1;0.103348621;-1.409762609;-0.08270388
6491;325;11;0;0.28016202;1.561332103;-0.757399081
6492;325;12;0;0.215283907;1.137666074;1.067168185
6493;325;13;1;2.293439762;0.781686245;-0.684062055
6494;325;14;1;0.548253176;0.768466904;0.619909463
6495;325;15;1;0.256079016;-0.931466495;0.371202435
6496;325;16;0;-0.266852855;-0.703063669;-0.882597455
6497;325;17;0;-0.739721013;-0.863145037;0.189941256
6498;325;18;1;1.354110728;0.684572761;2.099401264
6499;325;19;0;-0.260720071;-0.955529922;-0.005704172
6500;325;20;0;0.290030347;0.365791726;0.298990923
6501;326;1;1;-0.373015581;-0.161054411;1.692425937
6502;326;2;0;-0.132560846;-0.896959326;-0.796746544
6503;326;3;0;-0.913974677;0.261594624;0.934360627
6504;326;4;0;0.233478824;-0.489569914;0.366019496
6505;326;5;1;0.575360846;-0.438633911;-0.262444805
6506;326;6;0;0.811893326;0.441381398;-0.760626011
6507;326;7;1;-0.280076964;0.548954611;2.022641009
6508;326;8;0;-0.029637484;0.528777504;0.233700215
6509;326;9;1;-0.387358066;-1.113729173;-0.328817905
6510;326;10;1;-0.165635099;-0.458037182;-0.028214903
6511;326;11;1;2.238757181;-0.066620024;-1.810598256
6512;326;12;0;-1.044304439;1.516939402;-0.546969689
6513;326;13;0;-0.234470214;1.353942116;-0.192891234
6514;326;14;1;-0.579565854;-0.972763826;-0.750684696
6515;326;15;0;0.121834029;-0.639936796;-0.967412388
6516;326;16;0;0.520440316;-0.541835313;0.502686923
6517;326;17;0;-0.379850137;0.559120339;-0.714134763
6518;326;18;1;1.177186465;-0.117642278;-0.325445261
6519;326;19;0;0.363797668;-0.676583422;-1.349834418
6520;326;20;0;-0.610515908;-0.319328433;-2.11224304
6521;327;1;0;-0.530777047;-0.151457032;-0.559885504
6522;327;2;0;-0.097742267;0.431300861;-1.335058878
6523;327;3;0;-0.658058157;0.31612054;0.364254476
6524;327;4;0;0.595001479;0.705412227;0.415275649
6525;327;5;0;0.959337978;0.827579412;-1.809758216
6526;327;6;1;0.689437462;0.039831466;2.219726922
6527;327;7;0;-0.456105417;3.109559795;-0.446657081
6528;327;8;0;-2.017883766;0.769938187;1.148181141
6529;327;9;1;0.030476102;-0.198958437;1.413628252
6530;327;10;0;0.445054258;-0.548248257;1.348334199
6531;327;11;0;0.797816121;-0.920169414;-0.301385158
6532;327;12;1;-0.224493378;-1.223882457;0.860136496
6533;327;13;0;0.141644971;0.245497708;-1.79721532
6534;327;14;1;2.165900397;-1.318495838;0.032600685
6535;327;15;0;-0.895369472;0.715391929;-1.10201998
6536;327;16;1;1.099169809;0.582709749;0.393551354
6537;327;17;1;-0.029949494;0.203219168;0.346832551
6538;327;18;0;0.93057766;0.963928571;1.183619286
6539;327;19;0;1.529898703;0.174483515;-2.106088167
6540;327;20;1;-0.48607399;-0.056161775;0.747562933
6541;328;1;1;2.496967432;0.306486733;0.152251986
6542;328;2;0;0.914192728;0.156729213;0.166875036
6543;328;3;1;-0.49341809;-2.41943837;-0.92397198
6544;328;4;1;0.382292972;0.178495648;1.237556763
6545;328;5;0;-2.401168267;-1.73452145;-0.635862764
6546;328;6;1;-0.766635928;-3.348893465;0.962858885
6547;328;7;1;-1.651699456;-1.481251997;1.040210591
6548;328;8;0;1.125136462;-1.368836086;-0.645330829
6549;328;9;0;-0.048605228;1.641685845;0.027383874
6550;328;10;1;-0.469354391;0.215131074;1.86595633
6551;328;11;0;1.501657514;0.95187859;0.224172114
6552;328;12;0;1.179183461;-1.195505126;-0.642847084
6553;328;13;0;0.120959647;0.079703268;1.321177837
6554;328;14;0;0.540484022;1.388323498;-0.950183266
6555;328;15;1;0.665464852;-0.46868681;-1.458822284
6556;328;16;0;1.154166669;1.973410315;0.788197484
6557;328;17;1;-0.123330393;0.421197438;0.139958995
6558;328;18;1;-0.569224401;-0.568324894;0.806987164
6559;328;19;0;-0.626048335;1.625545197;0.015214501
6560;328;20;1;-0.040083744;-1.62246372;0.295179274
6561;329;1;1;-0.740593865;-0.106002625;1.127579258
6562;329;2;1;-0.030002339;-0.514380737;-0.312001699
6563;329;3;1;0.764030039;1.950401456;-0.237858987
6564;329;4;1;-0.212804077;-0.270473569;-0.114727753
6565;329;5;0;-1.025876448;-0.138049975;-0.604755081
6566;329;6;0;-0.664792754;0.107925724;-0.297683567
6567;329;7;1;-0.700104121;1.148487735;1.982572621
6568;329;8;0;-1.360176901;-0.70890249;-1.108130334
6569;329;9;0;-0.806586137;1.583022846;0.227389479
6570;329;10;0;-0.828752523;-0.77380867;-2.043325433
6571;329;11;0;-1.545336352;1.440044934;0.396420781
6572;329;12;1;1.098802347;-1.833332864;-0.134843054
6573;329;13;0;0.724375886;-0.649740008;-3.466072747
6574;329;14;1;-0.292993214;0.733749134;-0.283710541
6575;329;15;0;-1.054451123;-0.928978504;-0.011816168
6576;329;16;1;3.326962408;0.714205229;-0.12875461
6577;329;17;0;0.719548243;1.253253781;-1.757286237
6578;329;18;0;-2.067150529;0.351188874;1.391923336
6579;329;19;0;-0.28850459;-0.003234532;0.786219295
6580;329;20;1;-2.230083462;1.324156473;0.704337308
6581;330;1;0;-0.399940036;-0.39369572;0.219478147
6582;330;2;0;-0.081770296;0.812271093;-0.126026411
6583;330;3;1;0.540264134;0.310144773;0.694394306
6584;330;4;1;0.907782603;0.667397724;0.002862565
6585;330;5;1;2.190036745;-0.393819943;1.137138734
6586;330;6;0;1.875716174;0.241835535;-0.818327328
6587;330;7;0;0.09177309;-0.910570318;0.432539262
6588;330;8;0;-1.29421595;-0.963794612;-0.497041848
6589;330;9;1;0.48940256;-0.526727945;1.017907834
6590;330;10;0;-1.113375403;0.770688111;-1.5854741
6591;330;11;0;1.145546778;-0.159191386;-0.100130779
6592;330;12;0;0.346520967;-0.488786244;-0.033019276
6593;330;13;0;0.500154799;1.05805368;-1.605338925
6594;330;14;0;-0.713303527;0.371510934;-1.372269252
6595;330;15;1;1.237452669;-0.411489556;-0.670544018
6596;330;16;0;-0.093645087;0.44709011;-1.009638723
6597;330;17;1;-0.266328301;-1.210116214;-1.489627129
6598;330;18;1;0.218316091;-0.509803703;0.910735594
6599;330;19;0;0.700824399;-0.013222858;1.032785438
6600;330;20;0;0.112652177;0.238372386;1.079791195
6601;331;1;0;-0.339690698;-1.413218263;-1.412212578
6602;331;2;0;0.271239879;-0.107006053;-1.111367164
6603;331;3;1;0.338208447;0.572046701;0.623962799
6604;331;4;0;-1.805239475;0.897686314;0.580822385
6605;331;5;0;0.51529105;-0.121156817;0.348006971
6606;331;6;1;1.36456813;-0.229053788;0.842687618
6607;331;7;1;-0.438205462;0.624120645;-1.000783733
6608;331;8;1;0.577560246;0.164272495;0.158390668
6609;331;9;1;0.5662904;-0.190436448;-0.009844226
6610;331;10;0;2.145007596;-0.015863744;0.052502747
6611;331;11;0;0.550503382;-0.683630578;-1.796245618
6612;331;12;0;-0.928298486;0.756290339;-1.218421444
6613;331;13;0;-0.827413954;1.349607636;0.255663065
6614;331;14;1;-0.119239555;-0.865991888;-0.318084778
6615;331;15;0;-1.546691219;0.744620801;0.326284732
6616;331;16;0;-0.001132814;0.231479824;-0.029189644
6617;331;17;0;-1.471247454;1.66927979;0.116104841
6618;331;18;1;-1.468072236;-0.679308041;-0.905050617
6619;331;19;1;-0.29052226;-1.001308142;-1.095073431
6620;331;20;0;0.666392558;-1.358858596;0.119093701
6621;332;1;1;1.492512269;-1.45067473;-0.777814409
6622;332;2;1;0.604260668;-0.313777726;1.9567628
6623;332;3;1;-0.011636659;0.239073559;-0.532817959
6624;332;4;0;0.809419338;0.621438096;-1.178429996
6625;332;5;1;1.440714176;-0.703724348;-0.220490358
6626;332;6;1;1.156662215;-1.317203236;-0.078868857
6627;332;7;1;0.359194379;-0.579624739;0.099897122
6628;332;8;1;0.624650551;-0.862457529;-0.805571967
6629;332;9;1;-0.183571267;-0.348805896;-1.240050668
6630;332;10;1;0.765540131;-1.526392745;1.438250228
6631;332;11;0;0.633096379;-0.23842454;0.103066929
6632;332;12;0;-0.945462176;-0.869498146;0.294971037
6633;332;13;0;-2.075958491;-1.252138955;-0.61962432
6634;332;14;1;-0.633132018;-1.346830487;-0.995219282
6635;332;15;1;-0.360425785;-1.462359859;-1.195483969
6636;332;16;0;0.502061237;1.574798427;-0.031854293
6637;332;17;0;-0.851578006;0.856368339;-0.28047993
6638;332;18;0;-0.741679942;-0.144570737;-2.025041186
6639;332;19;1;1.401137741;-0.053899217;0.428466497
6640;332;20;0;-0.893640266;0.142315893;0.851554262
6641;333;1;0;-1.172366067;0.241296122;-1.140746956
6642;333;2;0;1.090329858;0.35533082;0.245898009
6643;333;3;1;0.863553766;-1.207695269;0.072712168
6644;333;4;0;-0.026736404;0.45357903;-0.425151258
6645;333;5;0;-0.463208408;1.397783504;-1.304045838
6646;333;6;0;-0.471128464;1.79002425;-0.825891197
6647;333;7;0;-0.146173992;0.459215515;-0.235926866
6648;333;8;1;1.840140862;-0.586579905;-0.382864469
6649;333;9;0;-1.252420006;0.256871583;0.399262283
6650;333;10;0;-0.075607781;1.884567472;0.479141444
6651;333;11;0;-0.1118246;-1.086842226;-0.11873879
6652;333;12;1;0.84707624;-1.418391908;0.420119358
6653;333;13;1;0.186544646;1.488619932;2.570719593
6654;333;14;0;0.269997339;1.52862204;-1.021160342
6655;333;15;1;-1.05773094;0.184255126;-0.354517637
6656;333;16;0;-0.46873289;-0.75584829;1.519573966
6657;333;17;1;-0.432411484;-0.603505589;0.395814063
6658;333;18;0;-0.597452129;1.19103664;-0.258942687
6659;333;19;0;-0.849592872;-0.287432631;0.918044419
6660;333;20;0;-0.43792863;0.877320177;1.496259075
6661;334;1;1;0.661721835;0.128025418;-0.901699611
6662;334;2;1;-0.72046645;0.469299963;2.145961643
6663;334;3;1;-1.353798242;-1.708608257;-2.275094233
6664;334;4;1;0.486117264;-1.448075417;0.16246624
6665;334;5;1;-0.489762434;-1.08565397;0.287650163
6666;334;6;1;1.175290192;0.241611217;1.454579253
6667;334;7;1;-0.634115042;1.38277283;-0.185005492
6668;334;8;1;0.737634936;-0.301146238;0.075316408
6669;334;9;1;0.230968424;0.337287437;0.214531715
6670;334;10;1;-0.882002982;-0.495802052;-0.531230986
6671;334;11;1;-0.562853463;-0.766073248;2.525494876
6672;334;12;0;-1.28355591;0.585348005;-1.470394945
6673;334;13;1;-0.480221837;-2.47368331;-0.530207554
6674;334;14;1;0.820739459;0.511988599;-0.491384893
6675;334;15;1;-0.067045504;-0.783372615;-0.870443364
6676;334;16;0;-0.408325639;1.159380177;-0.215293539
6677;334;17;1;1.02618878;-0.169309462;-0.202516028
6678;334;18;1;-0.50318726;-0.589374384;1.183799993
6679;334;19;1;0.728782768;1.152945097;-0.71734937
6680;334;20;1;1.350163878;-0.205192101;-0.436743803
6681;335;1;0;-0.420108675;-1.882891501;-0.313619335
6682;335;2;0;0.623363338;1.062281881;1.149247928
6683;335;3;0;2.391736829;1.033755527;0.16951864
6684;335;4;0;-0.306557155;-0.732679912;0.471423873
6685;335;5;0;-0.152128515;0.949137461;-1.415143939
6686;335;6;0;-1.21702392;0.700403563;0.843636212
6687;335;7;0;-0.683254673;0.105603447;-0.911885554
6688;335;8;0;0.380363603;4.419967648;-0.564229569
6689;335;9;1;-0.419561203;-0.404235866;-0.44984886
6690;335;10;1;0.419533634;-0.701160145;0.312784308
6691;335;11;0;-0.002005741;1.022559245;1.854221939
6692;335;12;0;1.082118301;1.081841236;-1.846818256
6693;335;13;1;-0.336440371;0.067583064;1.014722727
6694;335;14;0;-0.886482754;1.616329592;0.857394592
6695;335;15;0;1.142568587;1.203826388;-0.636307819
6696;335;16;0;-0.85351446;-1.054579856;1.249323256
6697;335;17;0;-0.371102675;1.52698085;-2.862317307
6698;335;18;0;1.734739715;0.534018819;-0.437359972
6699;335;19;0;-0.924868243;0.165369063;-0.206333862
6700;335;20;0;2.266443378;-0.149947984;-0.019274562
6701;336;1;1;-0.202872935;-0.538483521;0.372914839
6702;336;2;0;-0.000631409;1.145619281;0.138432792
6703;336;3;0;-2.469000925;-0.088258474;1.447479446
6704;336;4;0;-2.021477462;0.0664521;2.066680231
6705;336;5;1;0.219952405;-0.518122728;0.381790356
6706;336;6;0;0.181526455;-1.352453397;-1.683055642
6707;336;7;1;0.984109846;-2.350019456;0.54644272
6708;336;8;0;0.028376138;0.619241044;1.671575
6709;336;9;1;0.861595011;0.017410727;1.67545575
6710;336;10;0;0.617218807;0.135202528;0.260001266
6711;336;11;0;-0.555553665;-0.476497142;-1.28024435
6712;336;12;0;0.014519185;0.114037594;0.123735717
6713;336;13;0;0.511056903;-0.395856291;-1.434667881
6714;336;14;1;-0.602283468;-0.243831136;-0.2808254
6715;336;15;0;-0.398777649;1.82384454;1.175637956
6716;336;16;0;-0.38357753;0.336736576;0.945229851
6717;336;17;0;-0.570637073;0.234525487;0.180023021
6718;336;18;1;0.272290306;-1.720284231;0.3715057
6719;336;19;0;-1.585259869;-1.278906009;-0.011484162
6720;336;20;0;0.176815939;-0.864806319;0.804923285
6721;337;1;0;1.434590575;1.138366727;2.553105871
6722;337;2;1;2.042970365;0.280823743;0.333446074
6723;337;3;1;0.100634335;1.456231831;1.170278801
6724;337;4;1;1.439990062;-0.40363319;-1.00828399
6725;337;5;0;0.394330123;1.935030936;-0.571810179
6726;337;6;0;-2.191539305;0.400264764;-0.230667219
6727;337;7;1;-0.103857952;-0.334148494;0.246717635
6728;337;8;1;0.373408496;1.199670767;-1.788978454
6729;337;9;1;1.74835405;0.656479785;-0.216649454
6730;337;10;1;0.168723767;-0.870600646;0.444906676
6731;337;11;0;-0.105678126;-0.697700323;0.600327422
6732;337;12;1;0.129616519;-0.782886485;1.938896899
6733;337;13;0;-0.884337264;0.704003433;-0.900258342
6734;337;14;0;0.236030384;-0.52866235;1.124607878
6735;337;15;0;-1.519061347;0.519974254;-0.719550329
6736;337;16;0;0.664218751;-1.090659355;-0.380325852
6737;337;17;0;-0.249979411;-0.355980456;0.164604532
6738;337;18;1;0.551896133;-0.220005623;1.760208554
6739;337;19;0;1.038123754;-0.434967142;-1.320545462
6740;337;20;1;0.277992465;-0.523666174;0.612628116
6741;338;1;1;1.025071055;-0.522990428;-0.078870263
6742;338;2;1;0.883098791;-0.56161374;-0.332584997
6743;338;3;1;1.550703848;-0.450548435;-0.147048399
6744;338;4;1;0.311988316;0.628162644;-1.99349878
6745;338;5;1;-0.286981871;-1.142140842;-1.921005838
6746;338;6;0;-2.69245052;0.327555029;-0.932569288
6747;338;7;1;0.131207461;0.593762779;0.778256071
6748;338;8;0;-1.470793722;-0.561204483;-0.116141528
6749;338;9;0;-0.24622202;1.361469699;0.757643584
6750;338;10;0;-0.646108108;-0.25101185;0.038529486
6751;338;11;1;-0.322844693;0.580565222;0.404491539
6752;338;12;1;-0.707757004;-0.232163928;-1.315611579
6753;338;13;0;-0.472653736;0.640392539;1.084052766
6754;338;14;1;0.870247095;1.894741701;0.394941445
6755;338;15;1;0.690259224;-0.967093014;1.569350263
6756;338;16;1;1.158608731;-0.294536148;-1.278793572
6757;338;17;1;0.841990287;-0.663555655;0.148622079
6758;338;18;0;1.275930439;-0.250923256;-0.946185751
6759;338;19;1;-0.33385601;-0.502940929;0.491998844
6760;338;20;1;1.856969889;-0.650340138;0.79854629
6761;339;1;0;0.159209344;-0.465889475;-0.367252685
6762;339;2;1;-0.847036783;-0.362005766;0.311771869
6763;339;3;0;-0.789037795;-0.082939041;-0.145446809
6764;339;4;1;-0.655465906;1.255276647;0.559955542
6765;339;5;0;-1.219950412;1.109133689;0.569574805
6766;339;6;1;1.430732284;-1.653117005;1.477921121
6767;339;7;1;-0.813374187;0.492818362;-0.257732369
6768;339;8;0;0.019868419;-1.251950725;-1.290200332
6769;339;9;1;-1.573575564;0.543818379;1.645948663
6770;339;10;1;-1.993685118;-1.271198656;2.154119317
6771;339;11;0;-0.023335179;-0.688363603;-0.063767101
6772;339;12;0;-0.150908743;-0.187273901;-0.905025495
6773;339;13;0;1.746835703;-0.658543399;-0.002096602
6774;339;14;0;-2.179752481;1.058077525;0.251852328
6775;339;15;0;-0.724435738;0.981169155;-0.546338868
6776;339;16;1;1.707051942;-1.010578456;-0.642810076
6777;339;17;1;0.525258621;-1.238760112;-0.183877822
6778;339;18;1;0.121946614;0.819361854;0.012394921
6779;339;19;0;-0.198672947;-0.379542289;-0.33271885
6780;339;20;1;-0.08165377;-0.262151003;-0.959545325
6781;340;1;0;0.881021802;1.650369136;0.120914943
6782;340;2;1;0.738979661;1.389029076;-0.183000395
6783;340;3;1;0.091025841;-1.012870541;0.314238336
6784;340;4;1;-0.497441816;-1.135720489;0.259090873
6785;340;5;1;0.164425507;-0.115189269;0.419239291
6786;340;6;0;1.457714851;-0.109753272;-0.741721925
6787;340;7;1;0.362892685;0.86087014;0.298393177
6788;340;8;1;0.046595799;-1.174563707;0.569172035
6789;340;9;0;-0.092925312;-0.077923433;-1.487135756
6790;340;10;1;0.596901315;0.536844585;2.210008756
6791;340;11;1;-0.410150765;0.976722167;0.995671415
6792;340;12;1;0.809772788;-1.455954764;1.022565269
6793;340;13;1;0.681992472;-1.317314341;0.693596393
6794;340;14;0;-1.802000898;-0.339430762;-0.929367561
6795;340;15;0;1.30591636;0.391297515;-0.088883504
6796;340;16;1;0.980175119;0.107198473;0.93708042
6797;340;17;0;0.079386075;0.714569526;-0.226961211
6798;340;18;0;-0.442195207;-0.635966664;-0.04036599
6799;340;19;0;0.234910041;0.538523119;-1.000333613
6800;340;20;0;0.312554934;2.192517715;0.945884207
6801;341;1;0;-0.245817077;-1.02788605;-0.168400758
6802;341;2;1;1.728718349;0.326843118;-1.746510774
6803;341;3;1;-0.670603997;-0.645351768;1.267300032
6804;341;4;1;2.554770974;-0.070965394;-0.617415468
6805;341;5;0;-1.756788493;-0.291736049;-0.266797314
6806;341;6;0;-1.323817418;-0.329770609;-0.867449755
6807;341;7;1;0.643558847;0.380911224;-0.415737192
6808;341;8;0;0.749404896;0.651427117;0.549989186
6809;341;9;0;0.288774309;0.791441788;-2.314737738
6810;341;10;1;0.650965821;-1.543127816;0.949870469
6811;341;11;0;-0.840339937;-0.642477828;-0.154716306
6812;341;12;0;-0.268483749;1.353547689;1.262821634
6813;341;13;0;-0.436499121;-0.173117266;1.130478861
6814;341;14;1;0.41947707;-1.400076369;-1.509623778
6815;341;15;0;2.630033863;-0.565345966;-2.780990563
6816;341;16;0;0.242640321;-0.68871845;-0.719787183
6817;341;17;1;-1.063270612;-0.611602411;1.120825154
6818;341;18;1;1.037821265;-0.438733174;-0.024274956
6819;341;19;0;0.073673211;1.153673227;-0.721286827
6820;341;20;0;-2.404484203;-0.486880842;-0.890502788
6821;342;1;1;0.530074994;1.255714611;-0.073073367
6822;342;2;0;-0.399179819;-0.744760907;0.357499004
6823;342;3;1;1.453736229;-0.60199185;-0.521707134
6824;342;4;0;-1.844851968;0.780039712;2.025828544
6825;342;5;0;-2.240491517;-0.143200767;-0.738525372
6826;342;6;0;0.633758932;1.02154996;0.60377502
6827;342;7;1;-0.919342904;0.716862024;1.874165771
6828;342;8;0;0.137261806;2.042004544;-0.162707795
6829;342;9;1;0.152814657;-0.389553663;-0.430513881
6830;342;10;0;-1.758563717;0.087621065;-1.726432347
6831;342;11;0;1.168163636;-0.202200156;0.733351924
6832;342;12;0;-2.528965787;0.048549247;-0.214657933
6833;342;13;0;0.101142264;0.57348663;0.300359866
6834;342;14;0;-0.158757078;1.23258922;-0.11983761
6835;342;15;0;-0.955488193;0.36317813;-0.667246854
6836;342;16;1;-0.709938592;-1.018945949;1.626569849
6837;342;17;1;1.591296566;0.383448949;0.651016365
